,IdSell,SellerG,Date,Price,Method,Type,Rooms,Bathroom,Bedroom2,Car,Landsize,BuildingArea,YearBuilt
62,0174291,McDonald,17/09/2016,910000.0,S,h,3,1.0,3.0,1.0,775.0,,
63,0253449,Brad,17/09/2016,773000.0,S,h,4,3.0,5.0,4.0,531.0,309.0,1980.0
64,0710696,Barry,18/03/2017,810000.0,PI,h,3,3.0,3.0,2.0,555.0,192.0,1980.0
65,0856783,Rendina,18/03/2017,715000.0,S,h,3,2.0,3.0,2.0,422.0,126.0,1995.0
66,0033104,Nelson,18/03/2017,790000.0,S,h,3,1.0,3.0,3.0,614.0,,
67,0837315,Nelson,18/06/2016,540000.0,SP,t,3,2.0,2.0,1.0,161.0,101.0,2010.0
68,0057745,Barry,19/11/2016,825000.0,SP,t,3,2.0,3.0,1.0,293.0,102.0,1960.0
69,0121661,Barry,22/05/2016,685000.0,S,h,3,1.0,3.0,1.0,579.0,113.0,1975.0
70,0212293,Barry,22/08/2016,805000.0,S,h,3,1.0,3.0,1.0,623.0,,
71,0102768,Nelson,22/08/2016,510000.0,S,u,2,1.0,2.0,1.0,141.0,76.0,
72,0780270,Nelson,22/08/2016,612000.0,S,h,3,2.0,3.0,1.0,212.0,,
73,0055301,Brad,23/04/2016,662000.0,S,h,3,1.0,3.0,2.0,612.0,,
74,0219513,Nelson,24/09/2016,978000.0,S,h,4,3.0,4.0,2.0,532.0,,
75,0508996,Nelson,25/02/2017,720000.0,PI,h,3,1.0,3.0,1.0,585.0,,
76,0073973,Prof.,27/11/2016,765000.0,S,h,4,1.0,4.0,2.0,509.0,,
77,0503921,Harcourts,27/11/2016,900000.0,S,h,4,2.0,4.0,3.0,628.0,146.0,1975.0
78,0933727,hockingstuart,3/09/2016,1275000.0,S,h,2,1.0,2.0,0.0,120.0,82.0,1900.0
79,0126999,Thomson,3/09/2016,1455000.0,S,h,2,1.0,2.0,0.0,159.0,,
80,0227119,Buxton,4/03/2017,2850000.0,PI,h,3,2.0,3.0,0.0,211.0,198.0,1890.0
81,0053675,Greg,4/03/2017,1850000.0,S,h,3,2.0,3.0,0.0,128.0,133.0,1890.0
82,0313834,RT,4/03/2017,1436000.0,S,h,2,1.0,2.0,0.0,130.0,81.0,1900.0
83,0442116,Marshall,6/08/2016,1110000.0,S,h,2,1.0,1.0,0.0,147.0,,1900.0
84,0411338,Sotheby's,7/05/2016,1550000.0,S,h,2,1.0,2.0,1.0,167.0,,
85,0433390,Marshall,7/05/2016,2300000.0,S,h,4,2.0,4.0,1.0,153.0,180.0,1880.0
86,0687654,Marshall,7/11/2016,1550000.0,VB,t,3,2.0,3.0,2.0,718.0,,
87,0028999,Greg,7/11/2016,1800000.0,VB,h,3,2.0,3.0,1.0,132.0,159.0,1996.0
88,0669281,Greg,10/09/2016,2120000.0,S,h,2,1.0,2.0,1.0,199.0,107.0,1900.0
89,0744428,Cayzer,10/09/2016,1800000.0,VB,h,3,1.0,3.0,1.0,253.0,,
90,0390654,Marshall,10/09/2016,1800000.0,S,h,3,2.0,3.0,1.0,90.0,122.0,1900.0
91,0749371,Greg,10/12/2016,1810000.0,PI,h,2,1.0,2.0,0.0,240.0,,
92,0195293,Cayzer,10/12/2016,2615000.0,S,h,3,2.0,3.0,1.0,177.0,181.0,1880.0
93,0146235,Greg,10/12/2016,2100000.0,S,h,5,2.0,5.0,1.0,237.0,,
94,0945150,hockingstuart,10/12/2016,1300000.0,S,h,3,1.0,3.0,0.0,129.0,,
95,0054723,Greg,12/06/2016,1370000.0,S,h,3,2.0,3.0,2.0,0.0,85.0,2000.0
96,0446435,Cayzer,12/11/2016,1000000.0,S,h,2,1.0,2.0,0.0,288.0,,
97,0985009,Greg,15/10/2016,2575000.0,S,h,3,2.0,3.0,1.0,228.0,,
98,0548364,Greg,15/10/2016,1322500.0,S,h,2,1.0,2.0,0.0,149.0,98.0,1890.0
99,0733322,Greg,15/10/2016,1562500.0,S,h,2,1.0,2.0,0.0,141.0,83.0,1890.0
100,0782727,RT,16/04/2016,2000000.0,VB,h,3,2.0,3.0,1.0,211.0,147.0,1900.0
101,0960412,Greg,18/03/2017,1900000.0,S,h,3,1.0,3.0,0.0,209.0,,1900.0
102,0858182,Greg,18/03/2017,3010000.0,S,h,3,2.0,3.0,0.0,147.0,146.0,1890.0
103,0537533,Cayzer,18/06/2016,2800000.0,VB,h,4,3.0,4.0,1.0,327.0,254.0,1910.0
104,0557274,Greg,22/05/2016,647000.0,S,u,2,1.0,2.0,1.0,0.0,,
105,0265941,Marshall,23/04/2016,2100000.0,SP,h,3,1.0,2.0,1.0,120.0,123.0,1900.0
106,0273653,Marshall,24/09/2016,2000000.0,PI,h,3,1.0,3.0,1.0,238.0,131.0,1890.0
107,0512982,Marshall,25/02/2017,442500.0,S,u,1,1.0,1.0,0.0,0.0,34.0,1970.0
108,0316705,Marshall,25/02/2017,4735000.0,S,h,4,2.0,4.0,1.0,330.0,207.0,1910.0
109,0120222,Greg,25/02/2017,1340000.0,S,h,2,1.0,2.0,0.0,136.0,,
110,0627398,hockingstuart,25/02/2017,1801000.0,S,h,3,1.0,3.0,1.0,202.0,,
111,0913557,Chisholm,26/07/2016,1532000.0,S,h,3,3.0,3.0,1.0,0.0,,
112,0496684,Greg,26/07/2016,3755000.0,S,h,3,2.0,3.0,2.0,325.0,,
113,0777772,Greg,27/06/2016,2140000.0,S,h,4,2.0,3.0,1.0,183.0,145.0,1880.0
114,0615977,Marshall,27/11/2016,1750000.0,S,h,2,1.0,2.0,1.0,162.0,,
115,0289361,Greg,28/05/2016,980000.0,S,h,2,1.0,2.0,0.0,79.0,68.0,1890.0
116,0654889,hockingstuart,28/08/2016,2030000.0,S,h,3,2.0,3.0,0.0,152.0,,
117,0123539,Marshall,28/08/2016,1740000.0,PI,h,3,2.0,3.0,2.0,147.0,134.0,1890.0
118,0061096,Buxton,30/07/2016,2800000.0,VB,h,3,3.0,3.0,1.0,0.0,,
119,0213331,Marshall,30/07/2016,985000.0,S,h,1,1.0,1.0,0.0,81.0,54.0,1900.0
120,0325871,Brace,3/09/2016,2000000.0,S,h,4,2.0,3.0,4.0,853.0,263.0,1930.0
121,0159506,Jellis,3/09/2016,1110000.0,S,h,3,2.0,3.0,2.0,208.0,,2013.0
122,0354651,Jellis,4/03/2017,1492000.0,S,h,3,2.0,3.0,2.0,411.0,,
123,0323302,Collins,8/10/2016,1717500.0,S,h,4,2.0,4.0,1.0,599.0,203.0,1925.0
124,0558044,Nelson,12/06/2016,2840000.0,S,h,5,4.0,5.0,4.0,809.0,165.0,1910.0
125,0394265,Miles,12/11/2016,525500.0,S,u,2,1.0,2.0,1.0,88.0,60.0,1960.0
126,0443034,Miles,12/11/2016,805000.0,S,t,2,2.0,2.0,3.0,155.0,140.0,2004.0
127,0392307,McGrath,12/11/2016,465000.0,S,u,2,1.0,2.0,1.0,0.0,,
128,0427425,hockingstuart,15/10/2016,2000000.0,PI,h,3,3.0,3.0,2.0,686.0,,
129,0556024,Nelson,16/04/2016,1540000.0,S,h,3,1.0,3.0,2.0,592.0,,
130,0919026,Nelson,18/03/2017,820000.0,S,u,2,1.0,2.0,1.0,183.0,,
131,0945319,Nelson,19/11/2016,1830000.0,S,h,4,2.0,4.0,2.0,606.0,112.0,1970.0
132,0723487,Nelson,19/11/2016,2100000.0,S,h,4,2.0,4.0,2.0,575.0,271.0,2008.0
133,0493836,hockingstuart,22/05/2016,865000.0,SP,h,3,1.0,3.0,1.0,180.0,131.0,2010.0
134,0520802,Nelson,22/05/2016,390000.0,VB,u,2,1.0,2.0,1.0,0.0,60.0,1960.0
135,0735449,Brace,24/09/2016,650000.0,SP,t,2,1.0,0.0,0.0,0.0,,
136,0821894,Love,25/02/2017,512000.0,S,u,2,1.0,2.0,1.0,0.0,61.0,1965.0
137,0385943,Barry,27/06/2016,1165000.0,S,h,3,1.0,3.0,2.0,979.0,,
138,0087838,McGrath,27/11/2016,1900000.0,SP,h,4,2.0,4.0,2.0,556.0,272.0,1930.0
139,0447188,McGrath,28/08/2016,1485000.0,SP,h,3,0.0,3.0,0.0,597.0,,
140,0772768,Jellis,30/07/2016,1950000.0,S,h,4,2.0,4.0,3.0,589.0,210.0,1920.0
141,0774778,Greg,3/09/2016,520000.0,VB,h,3,2.0,3.0,1.0,352.0,242.0,2015.0
142,0463712,Greg,3/12/2016,1525000.0,S,h,5,3.0,5.0,3.0,729.0,268.0,2005.0
143,0446994,hockingstuart,4/02/2016,720000.0,S,t,2,1.0,2.0,2.0,292.0,125.0,2013.0
144,0405666,Barlow,4/03/2017,1120000.0,S,h,3,1.0,3.0,2.0,506.0,120.0,1930.0
145,0231346,Sweeney,4/06/2016,780000.0,PI,h,4,1.0,4.0,4.0,655.0,,
146,0973507,Greg,4/06/2016,1780000.0,SP,h,4,3.0,4.0,6.0,1057.0,220.0,1962.0
147,0432283,Barlow,6/08/2016,630000.0,S,u,3,1.0,2.0,2.0,311.0,94.0,1955.0
148,0340157,hockingstuart,6/08/2016,406000.0,SP,u,2,1.0,2.0,1.0,65.0,,
149,0689021,Greg,7/05/2016,660000.0,VB,h,3,1.0,3.0,1.0,602.0,123.0,1955.0
150,0800327,Greg,7/11/2016,683500.0,S,h,3,1.0,3.0,1.0,530.0,,
151,0297988,Barlow,8/10/2016,580000.0,S,u,2,1.0,2.0,1.0,225.0,93.0,1988.0
152,0157957,hockingstuart,8/10/2016,1335000.0,S,h,3,1.0,3.0,4.0,777.0,22.0,1953.0
153,0815586,hockingstuart,8/10/2016,800000.0,SP,t,3,2.0,3.0,2.0,280.0,,1997.0
154,0319449,Village,10/09/2016,510000.0,S,u,2,1.0,2.0,1.0,127.0,76.0,1990.0
155,0917553,Barlow,10/09/2016,1070000.0,S,h,4,2.0,4.0,2.0,695.0,,
156,0965080,hockingstuart,10/09/2016,425000.0,S,u,2,1.0,2.0,2.0,115.0,57.0,1980.0
157,0979200,Jas,10/12/2016,605000.0,S,u,3,2.0,3.0,2.0,230.0,,
158,0697159,hockingstuart,11/02/2017,705000.0,S,t,3,2.0,3.0,2.0,197.0,152.0,
159,0913750,Greg,11/02/2017,391000.0,SP,u,2,1.0,2.0,1.0,0.0,65.0,1965.0
160,0471089,hockingstuart,11/02/2017,440000.0,SP,u,2,1.0,2.0,1.0,0.0,,
161,0846078,hockingstuart,11/02/2017,845000.0,S,h,4,1.0,4.0,2.0,745.0,130.0,1950.0
162,0466937,Gunn&Co,12/11/2016,743000.0,SP,t,3,2.0,3.0,2.0,211.0,176.0,
163,0930362,Barlow,13/08/2016,730000.0,SP,u,3,2.0,3.0,1.0,69.0,141.0,2014.0
164,0300061,Sweeney,14/05/2016,635000.0,S,h,3,1.0,3.0,4.0,625.0,,1960.0
165,0779147,hockingstuart,14/05/2016,620000.0,SP,u,2,1.0,2.0,1.0,168.0,,
166,0783672,Burnham,15/10/2016,447000.0,S,u,2,1.0,2.0,1.0,137.0,77.0,1990.0
167,0229137,Barlow,16/04/2016,730000.0,SP,u,3,2.0,3.0,1.0,70.0,,
168,0744370,hockingstuart,16/04/2016,678000.0,S,h,3,1.0,3.0,2.0,606.0,87.0,1950.0
169,0185359,Biggin,16/07/2016,580000.0,PI,u,2,2.0,2.0,1.0,175.0,76.0,2013.0
170,0953739,hockingstuart,17/09/2016,712000.0,S,h,3,1.0,3.0,2.0,363.0,,
171,0461458,Greg,18/03/2017,840000.0,SP,h,3,2.0,3.0,2.0,534.0,136.0,1965.0
172,0916053,Barlow,19/11/2016,980000.0,S,h,3,1.0,3.0,2.0,724.0,,
173,0077957,hockingstuart,22/05/2016,605100.0,S,t,3,2.0,3.0,0.0,265.0,,
174,0742508,Barlow,22/08/2016,880000.0,PI,h,3,3.0,3.0,1.0,577.0,,
175,0600217,Williams,23/04/2016,577000.0,S,u,3,2.0,3.0,1.0,205.0,113.0,2007.0
176,0228523,Barlow,25/02/2017,1030000.0,S,h,4,1.0,4.0,0.0,797.0,,
177,0103330,Barlow,25/02/2017,605000.0,S,u,3,1.0,3.0,2.0,181.0,,
178,0064430,Barlow,27/06/2016,753000.0,S,h,3,2.0,3.0,2.0,529.0,,
179,0335724,hockingstuart,27/11/2016,857000.0,SP,h,2,2.0,2.0,1.0,675.0,100.0,1950.0
180,0901874,Barlow,28/05/2016,1500000.0,S,h,3,1.0,3.0,1.0,929.0,,
181,0268046,Barlow,28/05/2016,730000.0,SP,u,3,2.0,3.0,1.0,70.0,3.0,2014.0
182,0761443,Sweeney,28/05/2016,900000.0,S,h,3,1.0,3.0,4.0,697.0,,
183,0028257,Greg,28/08/2016,740000.0,S,h,3,1.0,3.0,2.0,604.0,,
184,0565647,Sweeney,28/08/2016,931000.0,S,h,4,2.0,4.0,3.0,532.0,,1970.0
185,0552985,Compton,30/07/2016,535600.0,SP,h,2,1.0,2.0,1.0,154.0,91.0,1996.0
186,0601618,FN,3/09/2016,1085000.0,S,h,5,3.0,5.0,6.0,592.0,251.0,1965.0
187,0271074,Jas,3/09/2016,781000.0,S,h,3,1.0,3.0,2.0,533.0,117.0,1970.0
188,0236033,Jas,4/03/2017,750000.0,SP,h,3,1.0,3.0,3.0,554.0,,
189,0404137,hockingstuart,4/03/2017,421000.0,S,t,2,1.0,2.0,1.0,77.0,77.0,2009.0
190,0428841,Sweeney,4/03/2017,1405000.0,S,h,3,1.0,3.0,3.0,655.0,,
191,0381279,FN,4/06/2016,683000.0,S,h,3,1.0,3.0,2.0,534.0,167.0,1967.0
192,0244023,Sweeney,4/06/2016,623000.0,S,h,3,1.0,3.0,3.0,540.0,,
193,0794592,Greg,6/08/2016,720000.0,VB,h,3,2.0,3.0,1.0,0.0,130.0,2012.0
194,0674940,Williams,7/05/2016,588000.0,S,h,3,1.0,3.0,1.0,328.0,118.0,1970.0
195,0572455,Village,7/11/2016,710000.0,PI,h,3,1.0,3.0,3.0,540.0,116.0,1960.0
196,0945989,Jas,8/10/2016,875000.0,SP,h,4,1.0,3.0,4.0,559.0,169.0,1965.0
197,0090057,Jas,10/12/2016,700000.0,VB,h,3,1.0,3.0,3.0,554.0,,
198,0243854,Williams,11/03/2017,640000.0,S,t,2,1.0,2.0,1.0,252.0,,1965.0
199,0628699,Williams,12/06/2016,650000.0,SP,h,4,1.0,4.0,4.0,558.0,,
200,0766754,hockingstuart,14/05/2016,675000.0,S,h,3,2.0,3.0,2.0,171.0,109.0,2012.0
201,0834287,Greg,15/10/2016,708000.0,S,h,3,1.0,3.0,2.0,585.0,97.0,1960.0
202,0712181,Gunn&Co,15/10/2016,965000.0,SP,h,4,1.0,4.0,4.0,851.0,,
203,0579453,Sweeney,19/11/2016,680000.0,S,h,3,1.0,3.0,3.0,551.0,,
204,0402719,hockingstuart,19/11/2016,770000.0,SP,h,3,1.0,3.0,3.0,602.0,603.0,
205,0061525,Greg,22/05/2016,923000.0,S,h,3,1.0,3.0,2.0,740.0,,
206,0494469,Raine&Horne,22/05/2016,693000.0,SP,h,4,2.0,4.0,4.0,315.0,170.0,2008.0
207,0608691,Hunter,22/08/2016,620000.0,SP,h,3,2.0,5.0,2.0,276.0,100.0,2010.0
208,0901752,Jas,22/08/2016,728500.0,S,h,3,1.0,3.0,1.0,531.0,157.0,1960.0
209,0326605,hockingstuart,22/08/2016,931000.0,S,h,3,2.0,3.0,1.0,590.0,160.0,1950.0
210,0044029,Sweeney,22/08/2016,988000.0,S,h,3,1.0,3.0,4.0,715.0,,2008.0
211,0035268,Village,23/04/2016,590000.0,S,h,3,1.0,3.0,2.0,561.0,,
212,0680164,RT,24/09/2016,610000.0,S,h,2,1.0,2.0,2.0,691.0,,
213,0227255,hockingstuart,25/02/2017,815000.0,S,h,3,2.0,3.0,3.0,555.0,130.0,1960.0
214,0455984,Greg,25/02/2017,970000.0,S,h,4,1.0,4.0,2.0,708.0,,
215,0957869,Hunter,27/06/2016,760000.0,S,h,4,1.0,4.0,3.0,668.0,,
216,0079722,RT,27/06/2016,847500.0,S,t,4,3.0,4.0,1.0,252.0,,
217,0682182,RT,27/11/2016,1200000.0,SP,h,4,1.0,4.0,4.0,633.0,158.0,1960.0
218,0051053,Hunter,27/11/2016,700000.0,SP,h,3,1.0,3.0,1.0,557.0,,
219,0456219,Hunter,28/05/2016,625000.0,PI,h,3,1.0,3.0,1.0,536.0,,
220,0297804,Jas,28/08/2016,292000.0,S,u,2,1.0,2.0,1.0,153.0,70.0,1970.0
221,0806057,Jellis,3/09/2016,599000.0,S,u,2,1.0,2.0,1.0,0.0,76.0,1964.0
222,0107961,Noel,3/12/2016,550000.0,VB,u,2,1.0,2.0,0.0,861.0,,
223,0684357,Marshall,3/12/2016,995000.0,S,u,3,2.0,3.0,2.0,0.0,100.0,1998.0
224,0432837,Jellis,3/12/2016,1205000.0,S,t,3,2.0,3.0,2.0,101.0,105.0,2000.0
225,0541591,Jellis,3/12/2016,1939000.0,S,h,3,2.0,3.0,2.0,296.0,150.0,1889.0
226,0946210,Biggin,3/12/2016,421500.0,S,u,1,1.0,1.0,0.0,0.0,,
227,0421576,Hodges,4/03/2017,1870000.0,S,h,3,1.0,3.0,1.0,217.0,116.0,1888.0
228,0119449,hockingstuart,4/03/2017,678000.0,S,u,2,1.0,2.0,2.0,0.0,,
229,0378545,Jellis,4/03/2017,1918000.0,SP,t,3,2.0,3.0,2.0,0.0,165.0,1995.0
230,0213841,hockingstuart,4/03/2017,660000.0,SP,u,2,1.0,2.0,1.0,0.0,,
231,0366955,Marshall,4/03/2017,2050000.0,S,h,3,2.0,3.0,1.0,205.0,116.0,1910.0
232,0082370,Jellis,4/06/2016,700000.0,VB,u,2,1.0,2.0,2.0,0.0,,
233,0651618,Jellis,4/06/2016,3625000.0,S,u,2,2.0,3.0,2.0,0.0,,2006.0
234,0546524,Jellis,4/06/2016,3000000.0,VB,h,4,2.0,4.0,2.0,1581.0,,1934.0
235,0023410,Jellis,7/05/2016,1525000.0,PI,h,5,2.0,8.0,2.0,693.0,,
236,0982040,Marshall,7/05/2016,735000.0,PI,u,3,2.0,3.0,1.0,2113.0,14.0,1970.0
237,0622170,Jellis,7/05/2016,825000.0,S,u,2,1.0,2.0,1.0,0.0,,
238,0969986,RT,7/05/2016,1586000.0,S,t,3,2.0,2.0,2.0,246.0,,
239,0257190,Marshall,8/10/2016,645000.0,S,u,2,1.0,3.0,1.0,0.0,,1960.0
240,0279786,Jellis,8/10/2016,1435000.0,SP,h,1,2.0,2.0,1.0,144.0,107.0,1900.0
241,0343980,hockingstuart,10/09/2016,280000.0,PI,u,1,1.0,1.0,1.0,0.0,38.0,1975.0
242,0964349,hockingstuart,10/12/2016,400000.0,PI,u,1,1.0,1.0,1.0,0.0,,
243,0542057,Marshall,10/12/2016,1780000.0,S,h,2,2.0,2.0,2.0,0.0,,
244,0375593,hockingstuart,10/12/2016,592500.0,S,u,2,1.0,2.0,1.0,0.0,73.0,1970.0
245,0303380,Marshall,12/11/2016,1210000.0,S,h,2,1.0,2.0,0.0,249.0,96.0,1910.0
246,0172174,Marshall,12/11/2016,2801000.0,S,h,4,2.0,4.0,2.0,624.0,222.0,1900.0
247,0831675,Jellis,14/05/2016,390000.0,S,u,1,1.0,1.0,0.0,881.0,,
248,0541358,RT,15/10/2016,1800000.0,PI,h,3,2.0,3.0,2.0,405.0,121.0,1910.0
249,0587153,Jellis,15/10/2016,2200000.0,PI,h,4,1.0,4.0,2.0,495.0,163.0,1900.0
250,0042771,Jellis,16/04/2016,324000.0,S,u,1,1.0,1.0,1.0,0.0,,
251,0896554,Marshall,17/09/2016,5525000.0,S,h,6,3.0,5.0,4.0,1491.0,516.0,1935.0
252,0214337,RT,17/09/2016,1125000.0,S,h,2,1.0,3.0,2.0,169.0,,
253,0739176,Marshall,17/09/2016,2250000.0,S,h,3,3.0,3.0,1.0,301.0,,
254,0729898,hockingstuart,18/03/2017,2360000.0,S,h,3,2.0,3.0,0.0,336.0,,
255,0206355,Jellis,18/03/2017,1900000.0,VB,h,2,2.0,2.0,0.0,207.0,,
256,0591607,Jellis,18/03/2017,440000.0,SP,u,1,1.0,1.0,1.0,0.0,53.0,1970.0
257,0609505,Ray,18/06/2016,490000.0,PI,u,2,1.0,2.0,1.0,0.0,,1966.0
258,0591560,Marshall,18/06/2016,2365000.0,S,h,3,2.0,3.0,1.0,316.0,,
259,0624989,Jellis,18/06/2016,1300000.0,VB,h,3,1.0,2.0,2.0,212.0,106.0,1900.0
260,0282962,Gary,18/06/2016,732000.0,S,u,3,2.0,3.0,2.0,0.0,,
261,0052923,Greg,19/11/2016,704000.0,SP,u,2,1.0,2.0,1.0,0.0,74.0,1969.0
262,0101785,Marshall,19/11/2016,620000.0,VB,u,2,1.0,3.0,1.0,0.0,98.0,1970.0
263,0814406,Marshall,22/05/2016,1900000.0,S,h,3,1.0,3.0,2.0,328.0,108.0,1900.0
264,0256023,Fletchers,22/08/2016,315000.0,SP,u,1,1.0,1.0,1.0,0.0,,
265,0029834,hockingstuart,24/09/2016,450000.0,PI,u,1,1.0,1.0,1.0,0.0,,
266,0201830,Jellis,25/02/2017,710000.0,S,u,2,1.0,2.0,1.0,2471.0,80.0,1970.0
