,IdSell,Suburb,Address,Postcode,Lattitude,Longtitude,Distance,CouncilArea,Regionname,Propertycount
16,0999191,Abbotsford,42 Henry St,3067.0,-37.8056,144.993,2.5,Yarra,Northern Metropolitan,4019.0
17,0780966,Abbotsford,78 Yarra St,3067.0,-37.8021,144.9965,2.5,Yarra,Northern Metropolitan,4019.0
18,0059289,Abbotsford,196 Nicholson St,3067.0,-37.8022,144.9975,2.5,Yarra,Northern Metropolitan,4019.0
19,0521278,Abbotsford,42 Valiant St,3067.0,-37.8011,145.0004,2.5,Yarra,Northern Metropolitan,4019.0
20,0836932,Abbotsford,3/72 Charles St,3067.0,-37.8073,144.9952,2.5,Yarra,Northern Metropolitan,4019.0
21,0468368,Abbotsford,13/11 Nicholson St,3067.0,-37.8093,144.9959,2.5,Yarra,Northern Metropolitan,4019.0
22,0516538,Abbotsford,138/56 Nicholson St,3067.0,-37.8078,144.9965,2.5,Yarra,Northern Metropolitan,4019.0
23,0959043,Abbotsford,6/219 Nicholson St,3067.0,-37.8015,144.9972,2.5,Yarra,Northern Metropolitan,4019.0
24,0072833,Abbotsford,52a William St,3067.0,-37.8079,144.9977,2.5,Yarra,Northern Metropolitan,4019.0
25,0776072,Abbotsford,49 Park St,3067.0,-37.808,144.994,2.5,Yarra,Northern Metropolitan,4019.0
26,0507553,Abbotsford,5/20 Abbotsford St,3067.0,-37.8016,144.9988,2.5,Yarra,Northern Metropolitan,4019.0
27,0336034,Abbotsford,48 Abbotsford St,3067.0,-37.8017,145.0001,2.5,Yarra,Northern Metropolitan,4019.0
28,0950297,Abbotsford,116/56 Nicholson St,3067.0,-37.8078,144.9965,2.5,Yarra,Northern Metropolitan,4019.0
29,0718690,Abbotsford,159 Park St,3067.0,-37.8005,144.9952,2.5,Yarra,Northern Metropolitan,4019.0
30,0211600,Abbotsford,31 Turner St,3067.0,-37.7994,144.9965,2.5,Yarra,Northern Metropolitan,4019.0
31,0305295,Abbotsford,166 Gipps St,3067.0,-37.805,144.9943,2.5,Yarra,Northern Metropolitan,4019.0
32,0981546,Abbotsford,60 Stafford St,3067.0,-37.8007,144.9958,2.5,Yarra,Northern Metropolitan,4019.0
33,0632090,Abbotsford,11/205 Gipps St,3067.0,-37.8055,144.9961,2.5,Yarra,Northern Metropolitan,4019.0
34,0836951,Abbotsford,47 Studley St,3067.0,-37.8016,144.9956,2.5,Yarra,Northern Metropolitan,4019.0
35,0193960,Abbotsford,45 Yarra St,3067.0,-37.8022,144.9954,2.5,Yarra,Northern Metropolitan,4019.0
36,0155088,Abbotsford,200 Nicholson St,3067.0,-37.8021,144.9976,2.5,Yarra,Northern Metropolitan,4019.0
37,0898983,Abbotsford,27 Charles St,3067.0,-37.8086,144.9946,2.5,Yarra,Northern Metropolitan,4019.0
38,0329569,Airport West,154 Halsey Rd,3042.0,-37.718,144.878,13.5,Moonee Valley,Western Metropolitan,3464.0
39,0016996,Airport West,50 Bedford St,3042.0,-37.7203,144.8755,13.5,Moonee Valley,Western Metropolitan,3464.0
40,0500720,Airport West,50 Bedford St,3042.0,-37.7203,144.8755,13.5,Moonee Valley,Western Metropolitan,3464.0
41,0021097,Airport West,23 Hart St,3042.0,-37.7294,144.888,13.5,Moonee Valley,Western Metropolitan,3464.0
42,0085788,Airport West,1/80 Hawker St,3042.0,-37.7218,144.8837,13.5,Moonee Valley,Western Metropolitan,3464.0
43,0411838,Airport West,1/37 Hillside Gr,3042.0,-37.7273,144.8744,13.5,Moonee Valley,Western Metropolitan,3464.0
44,0440717,Airport West,2/49 McIntosh St,3042.0,-37.7215,144.8864,13.5,Moonee Valley,Western Metropolitan,3464.0
45,0370890,Airport West,54 Marshall Rd,3042.0,-37.7173,144.8872,13.5,Moonee Valley,Western Metropolitan,3464.0
46,0081997,Airport West,36 Roberts Rd,3042.0,-37.7259,144.8792,13.5,Moonee Valley,Western Metropolitan,3464.0
47,0639717,Airport West,11 Harrington Rd,3042.0,-37.7239,144.8735,13.5,Moonee Valley,Western Metropolitan,3464.0
48,0274183,Airport West,2/252 Parer Rd,3042.0,-37.7216,144.871,13.5,Moonee Valley,Western Metropolitan,3464.0
49,0707398,Airport West,3/19 Hart St,3042.0,-37.7298,144.8883,13.5,Moonee Valley,Western Metropolitan,3464.0
50,0661959,Airport West,2/62 Clydesdale Rd,3042.0,-37.7234,144.8792,13.5,Moonee Valley,Western Metropolitan,3464.0
51,0036718,Airport West,3 Deidre Ct,3042.0,-37.7249,144.8728,13.5,Moonee Valley,Western Metropolitan,3464.0
52,0178038,Airport West,13 Etzel St,3042.0,-37.7217,144.8783,13.5,Moonee Valley,Western Metropolitan,3464.0
53,0951930,Airport West,1/43 Cameron St,3042.0,-37.7302,144.8855,13.5,Moonee Valley,Western Metropolitan,3464.0
54,0489719,Airport West,145a Victory Rd,3042.0,-37.7177,144.8787,13.5,Moonee Valley,Western Metropolitan,3464.0
55,0158450,Airport West,241 Parer Rd,3042.0,-37.7248,144.8699,13.5,Moonee Valley,Western Metropolitan,3464.0
56,0132616,Airport West,2/40 Earl St,3042.0,-37.727,144.887,13.5,Moonee Valley,Western Metropolitan,3464.0
57,0845152,Airport West,180 Parer Rd,3042.0,-37.7186,144.876,13.5,Moonee Valley,Western Metropolitan,3464.0
58,0696852,Airport West,4/54 Hawker St,3042.0,-37.7218,144.8863,13.5,Moonee Valley,Western Metropolitan,3464.0
59,0629329,Airport West,43 Hillside Gr,3042.0,-37.7269,144.8742,13.5,Moonee Valley,Western Metropolitan,3464.0
60,0152966,Airport West,174 Parer Rd,3042.0,-37.7187,144.8765,13.5,Moonee Valley,Western Metropolitan,3464.0
61,0588460,Airport West,138 Victory Rd,3042.0,-37.7173,144.8796,13.5,Moonee Valley,Western Metropolitan,3464.0
62,0536970,Airport West,75 King St,3042.0,-37.7231,144.8835,13.5,Moonee Valley,Western Metropolitan,3464.0
63,0885756,Airport West,6 Kittyhawk St,3042.0,-37.7263,144.8679,13.5,Moonee Valley,Western Metropolitan,3464.0
64,0241033,Airport West,478 Fullarton Rd,3042.0,-37.7285,144.8694,13.5,Moonee Valley,Western Metropolitan,3464.0
65,0016515,Airport West,144 Marshall Rd,3042.0,-37.7164,144.8792,13.5,Moonee Valley,Western Metropolitan,3464.0
66,0181102,Airport West,106 Parer Rd,3042.0,-37.7194,144.8827,13.5,Moonee Valley,Western Metropolitan,3464.0
67,0190924,Airport West,3/7 South Rd,3042.0,-37.7231,144.8802,13.5,Moonee Valley,Western Metropolitan,3464.0
68,0635722,Airport West,37 North St,3042.0,-37.72,144.8776,13.5,Moonee Valley,Western Metropolitan,3464.0
69,0668559,Airport West,10 Hilbert Rd,3042.0,-37.7226,144.8733,13.5,Moonee Valley,Western Metropolitan,3464.0
70,0045997,Airport West,110 Halsey Rd,3042.0,-37.7184,144.882,13.5,Moonee Valley,Western Metropolitan,3464.0
71,0090678,Airport West,2/13 North St,3042.0,-37.7202,144.8797,13.5,Moonee Valley,Western Metropolitan,3464.0
72,0438498,Airport West,105a Victory Rd,3042.0,-37.7181,144.8824,13.5,Moonee Valley,Western Metropolitan,3464.0
73,0830664,Airport West,117 Marshall Rd,3042.0,-37.7169,144.8815,13.5,Moonee Valley,Western Metropolitan,3464.0
74,0407685,Airport West,34 Moorna Dr,3042.0,-37.7263,144.869,13.5,Moonee Valley,Western Metropolitan,3464.0
75,0616480,Airport West,33 North St,3042.0,-37.72,144.878,13.5,Moonee Valley,Western Metropolitan,3464.0
76,0061819,Airport West,49 Roberts Rd,3042.0,-37.7261,144.8785,13.5,Moonee Valley,Western Metropolitan,3464.0
77,0902846,Airport West,85 Roberts Rd,3042.0,-37.7256,144.8739,13.5,Moonee Valley,Western Metropolitan,3464.0
78,0874905,Albert Park,105 Kerferd Rd,3206.0,-37.8459,144.9555,3.3,Port Phillip,Southern Metropolitan,3280.0
79,0796177,Albert Park,85 Richardson St,3206.0,-37.845,144.9538,3.3,Port Phillip,Southern Metropolitan,3280.0
80,0017341,Albert Park,112 Beaconsfield Pde,3206.0,-37.8481,144.9499,3.3,Port Phillip,Southern Metropolitan,3280.0
81,0057628,Albert Park,94 Graham St,3206.0,-37.8452,144.9488,3.3,Port Phillip,Southern Metropolitan,3280.0
82,0997842,Albert Park,396 Montague St,3206.0,-37.8431,144.9565,3.3,Port Phillip,Southern Metropolitan,3280.0
83,0504646,Albert Park,75 Graham St,3206.0,-37.8444,144.9484,3.3,Port Phillip,Southern Metropolitan,3280.0
84,0348291,Albert Park,54 Brooke St,3206.0,-37.8405,144.9521,3.3,Port Phillip,Southern Metropolitan,3280.0
85,0218325,Albert Park,104 Richardson St,3206.0,-37.8447,144.9523,3.3,Port Phillip,Southern Metropolitan,3280.0
86,0455816,Albert Park,4a Mills St,3206.0,-37.8443,144.9598,3.3,Port Phillip,Southern Metropolitan,3280.0
87,0601318,Albert Park,1 Moubray St,3206.0,-37.8415,144.952,3.3,Port Phillip,Southern Metropolitan,3280.0
88,0914947,Albert Park,29 Faussett St,3206.0,-37.8422,144.9554,3.3,Port Phillip,Southern Metropolitan,3280.0
89,0567388,Albert Park,3 Herbert St,3206.0,-37.8443,144.9579,3.3,Port Phillip,Southern Metropolitan,3280.0
90,0693279,Albert Park,24 Kerferd Pl,3206.0,-37.8421,144.9571,3.3,Port Phillip,Southern Metropolitan,3280.0
91,0121739,Albert Park,44 Draper St,3206.0,-37.8379,144.9539,3.3,Port Phillip,Southern Metropolitan,3280.0
92,0264549,Albert Park,2 Dundas Pl,3206.0,-37.8415,144.9585,3.3,Port Phillip,Southern Metropolitan,3280.0
93,0711677,Albert Park,23 Finlay St,3206.0,-37.8436,144.9557,3.3,Port Phillip,Southern Metropolitan,3280.0
94,0231772,Albert Park,31 Richardson St,3206.0,-37.8422,144.94899999999996,3.3,Port Phillip,Southern Metropolitan,3280.0
95,0591542,Albert Park,4a Gatehouse La,3206.0,-37.8451,144.9511,3.3,Port Phillip,Southern Metropolitan,3280.0
96,0546731,Albert Park,60 Brooke St,3206.0,-37.8407,144.9523,3.3,Port Phillip,Southern Metropolitan,3280.0
97,0762534,Albert Park,70 Barrett St,3206.0,-37.8445,144.9501,3.3,Port Phillip,Southern Metropolitan,3280.0
98,0775232,Albert Park,65 Graham St,3206.0,-37.8443,144.9481,3.3,Port Phillip,Southern Metropolitan,3280.0
99,0523483,Albert Park,364 Montague St,3206.0,-37.8424,144.9562,3.3,Port Phillip,Southern Metropolitan,3280.0
100,0078419,Albert Park,86 Mills St,3206.0,-37.847,144.9575,3.3,Port Phillip,Southern Metropolitan,3280.0
101,0295496,Albert Park,129 Kerferd Rd,3206.0,-37.8468,144.9546,3.3,Port Phillip,Southern Metropolitan,3280.0
102,0730155,Albert Park,97 Page St,3206.0,-37.8473,144.9551,3.3,Port Phillip,Southern Metropolitan,3280.0
103,0331152,Albert Park,55 Withers St,3206.0,-37.8467,144.9475,3.3,Port Phillip,Southern Metropolitan,3280.0
104,0868288,Albert Park,10/140 Kerferd Rd,3206.0,-37.846,144.9542,3.3,Port Phillip,Southern Metropolitan,3280.0
105,0885248,Albert Park,55 Merton St,3206.0,-37.8427,144.9546,3.3,Port Phillip,Southern Metropolitan,3280.0
106,0817637,Albert Park,49 Page St,3206.0,-37.8461,144.9528,3.3,Port Phillip,Southern Metropolitan,3280.0
107,0693642,Albert Park,13/52 Moubray St,3206.0,-37.8421,144.9517,3.3,Port Phillip,Southern Metropolitan,3280.0
108,0828276,Albert Park,115 Page St,3206.0,-37.8477,144.9558,3.3,Port Phillip,Southern Metropolitan,3280.0
109,0409305,Albert Park,32 Page St,3206.0,-37.846,144.9517,3.3,Port Phillip,Southern Metropolitan,3280.0
110,0284391,Albert Park,34 Richardson St,3206.0,-37.8429,144.9493,3.3,Port Phillip,Southern Metropolitan,3280.0
111,0224806,Albert Park,2b Dundas Pl,3206.0,-37.8415,144.9585,3.3,Port Phillip,Southern Metropolitan,3280.0
112,0601569,Albert Park,22 Greig St,3206.0,-37.8413,144.95,3.3,Port Phillip,Southern Metropolitan,3280.0
113,0339410,Albert Park,27 Barrett St,3206.0,-37.8434,144.9495,3.3,Port Phillip,Southern Metropolitan,3280.0
114,0048293,Albert Park,44 Greig St,3206.0,-37.8416,144.9488,3.3,Port Phillip,Southern Metropolitan,3280.0
115,0387795,Albert Park,6 Brooke St,3206.0,-37.8387,144.9519,3.3,Port Phillip,Southern Metropolitan,3280.0
116,0710255,Albert Park,227a Danks St,3206.0,-37.8488,144.9551,3.3,Port Phillip,Southern Metropolitan,3280.0
117,0523547,Albert Park,17 Reed St,3206.0,-37.8448,144.9453,3.3,Port Phillip,Southern Metropolitan,3280.0
118,0777147,Albert Park,74 Bridport St,3206.0,-37.8399,144.9577,3.3,Port Phillip,Southern Metropolitan,3280.0
119,0573902,Albert Park,9 Durham St,3206.0,-37.8411,144.9497,3.3,Port Phillip,Southern Metropolitan,3280.0
120,0590220,Alphington,6 Smith St,3078.0,-37.7707,145.0318,6.4,Darebin,Northern Metropolitan,2211.0
121,0643467,Alphington,5/6 Yarralea St,3078.0,-37.7854,145.0325,6.4,Yarra,Northern Metropolitan,2211.0
122,0367438,Alphington,136A Fulham Rd,3078.0,-37.7713,145.0279,6.4,Darebin,Northern Metropolitan,2211.0
123,0709760,Alphington,44 Shiers St,3078.0,-37.7717,145.031,6.4,Darebin,Northern Metropolitan,2211.0
124,0674100,Alphington,83 Fulham Rd,3078.0,-37.775,145.0268,6.4,Darebin,Northern Metropolitan,2211.0
125,0260509,Alphington,3/19 Harker St,3078.0,-37.7791,145.0306,6.4,Darebin,Northern Metropolitan,2211.0
126,0870985,Alphington,4/2 Miller St,3078.0,-37.7804,145.0308,6.4,Darebin,Northern Metropolitan,2211.0
127,0008898,Alphington,2/5 Yarana Rd,3078.0,-37.7773,145.0314,6.4,Darebin,Northern Metropolitan,2211.0
128,0718209,Alphington,815 Heidelberg Rd,3078.0,-37.78,145.0341,6.4,Darebin,Northern Metropolitan,2211.0
129,0031617,Alphington,44 Naroon Rd,3078.0,-37.7755,145.0288,6.4,Darebin,Northern Metropolitan,2211.0
130,0276559,Alphington,3/98 Grange Rd,3078.0,-37.7747,145.0264,6.4,Darebin,Northern Metropolitan,2211.0
131,0996374,Alphington,10 Bennett St,3078.0,-37.7743,145.0316,6.4,Darebin,Northern Metropolitan,2211.0
132,0088942,Alphington,38 Bennett St,3078.0,-37.7723,145.0319,6.4,Darebin,Northern Metropolitan,2211.0
133,0529368,Alphington,2c Hamilton St,3078.0,-37.7802,145.0243,6.4,Darebin,Northern Metropolitan,2211.0
134,0164157,Alphington,5/5 Yarana Rd,3078.0,-37.7773,145.0314,6.4,Darebin,Northern Metropolitan,2211.0
135,0370959,Alphington,7/7 Chandler Hwy,3078.0,-37.7848,145.025,6.4,Yarra,Northern Metropolitan,2211.0
136,0623921,Alphington,1/14 Fulham Rd,3078.0,-37.7805,145.0262,6.4,Darebin,Northern Metropolitan,2211.0
137,0636373,Alphington,22 Lowther St,3078.0,-37.7792,145.029,6.4,Yarra,Northern Metropolitan,2211.0
138,0410397,Alphington,11 Margaret Gr,3078.0,-37.7844,145.0225,6.4,Yarra,Northern Metropolitan,2211.0
139,0874400,Alphington,6 Naroon Rd,3078.0,-37.7781,145.0284,6.4,Darebin,Northern Metropolitan,2211.0
140,0932091,Alphington,42 Shiers St,3078.0,-37.7719,145.0309,6.4,Darebin,Northern Metropolitan,2211.0
141,0001004,Altona,158 Queen St,3018.0,-37.87,144.825,13.8,Hobsons Bay,Western Metropolitan,5301.0
142,0735753,Altona,59 Bracken Gr,3018.0,-37.8721,144.8105,13.8,Hobsons Bay,Western Metropolitan,5301.0
143,0331749,Altona,1/123 Blyth St,3018.0,-37.8687,144.8197,13.8,Hobsons Bay,Western Metropolitan,5301.0
144,0461313,Altona,4 Blyth St,3018.0,-37.8693,144.8375,13.8,Hobsons Bay,Western Metropolitan,5301.0
145,0759299,Altona,20 Linnet St,3018.0,-37.868,144.8154,13.8,Hobsons Bay,Western Metropolitan,5301.0
146,0689216,Altona,29 Rose St,3018.0,-37.8681,144.819,13.8,Hobsons Bay,Western Metropolitan,5301.0
147,0177591,Altona,1/170 Blyth St,3018.0,-37.8702,144.8143,13.8,Hobsons Bay,Western Metropolitan,5301.0
148,0498347,Altona,5/35 Grieve Pde,3018.0,-37.8693,144.8171,13.8,Hobsons Bay,Western Metropolitan,5301.0
149,0486550,Altona,156 Maidstone St,3018.0,-37.8616,144.8116,13.8,Hobsons Bay,Western Metropolitan,5301.0
150,0597196,Altona,11 Keeshan Ct,3018.0,-37.8594,144.817,13.8,Hobsons Bay,Western Metropolitan,5301.0
151,0593016,Altona,1/136 Queen St,3018.0,-37.8696,144.827,13.8,Hobsons Bay,Western Metropolitan,5301.0
152,0799166,Altona,173 Queen St,3018.0,-37.8697,144.8249,13.8,Hobsons Bay,Western Metropolitan,5301.0
153,0282316,Altona,1/265 Queen St,3018.0,-37.8734,144.8143,13.8,Hobsons Bay,Western Metropolitan,5301.0
154,0723234,Altona,3/26 Grieve Pde,3018.0,-37.8686,144.8182,13.8,Hobsons Bay,Western Metropolitan,5301.0
155,0725429,Altona,261 Queen St,3018.0,-37.8733,144.8147,13.8,Hobsons Bay,Western Metropolitan,5301.0
156,0430644,Altona,4/5 Rose St,3018.0,-37.871,144.8185,13.8,Hobsons Bay,Western Metropolitan,5301.0
157,0648948,Altona,1/60 David St,3018.0,-37.8646,144.827,13.8,Hobsons Bay,Western Metropolitan,5301.0
158,0662335,Altona,1A Merritt Ct,3018.0,-37.8579,144.8181,13.8,Hobsons Bay,Western Metropolitan,5301.0
159,0691639,Altona,4/31 Millers Rd,3018.0,-37.8678,144.8384,13.8,Hobsons Bay,Western Metropolitan,5301.0
160,0545124,Altona,111/112 Pier St,3018.0,-37.8659,144.83100000000005,13.8,Hobsons Bay,Western Metropolitan,5301.0
161,0762042,Altona,24 Wren St,3018.0,-37.8658,144.8155,13.8,Hobsons Bay,Western Metropolitan,5301.0
162,0731674,Altona,1/152 Blyth St,3018.0,-37.8698,144.816,13.8,Hobsons Bay,Western Metropolitan,5301.0
163,0420811,Altona,4/57 Blyth St,3018.0,-37.868,144.8286,13.8,Hobsons Bay,Western Metropolitan,5301.0
164,0710822,Altona,164 Maidstone St,3018.0,-37.8611,144.8114,13.8,Hobsons Bay,Western Metropolitan,5301.0
165,0455751,Altona,3/25 Rayner St,3018.0,-37.8676,144.8202,13.8,Hobsons Bay,Western Metropolitan,5301.0
166,0224779,Altona,3/46 Sargood St,3018.0,-37.8655,144.8299,13.8,Hobsons Bay,Western Metropolitan,5301.0
167,0411369,Altona,1/57 Blyth St,3018.0,-37.868,144.8287,13.8,Hobsons Bay,Western Metropolitan,5301.0
168,0984208,Altona,22 Fenfield St,3018.0,-37.8608,144.8124,13.8,Hobsons Bay,Western Metropolitan,5301.0
169,0762396,Altona,5/8 David St,3018.0,-37.8687,144.8268,13.8,Hobsons Bay,Western Metropolitan,5301.0
170,0787321,Altona,1/28 Seves St,3018.0,-37.8674,144.8375,13.8,Hobsons Bay,Western Metropolitan,5301.0
171,0423798,Altona,27 McIntyre Dr,3018.0,-37.86,144.8245,13.8,Hobsons Bay,Western Metropolitan,5301.0
172,0513190,Altona,4 Boyd St,3018.0,-37.8672,144.817,13.8,Hobsons Bay,Western Metropolitan,5301.0
173,0252221,Altona,12 Spear Ct,3018.0,-37.8583,144.8172,13.8,Hobsons Bay,Western Metropolitan,5301.0
174,0014732,Altona,185 Queen St,3018.0,-37.8699,144.8235,13.8,Hobsons Bay,Western Metropolitan,5301.0
175,0208777,Altona,3/20 Mulga St,3018.0,-37.8684,144.815,13.8,Hobsons Bay,Western Metropolitan,5301.0
176,0399050,Altona,51 Millers Rd,3018.0,-37.8663,144.8387,13.8,Hobsons Bay,Western Metropolitan,5301.0
177,0558307,Altona,2/119 Railway St N,3018.0,-37.8659,144.822,13.8,Hobsons Bay,Western Metropolitan,5301.0
178,0309614,Altona,24 McIntyre Dr,3018.0,-37.8612,144.8247,13.8,Hobsons Bay,Western Metropolitan,5301.0
179,0778414,Altona,104 Maidstone St,3018.0,-37.8653,144.8129,13.8,Hobsons Bay,Western Metropolitan,5301.0
180,0842428,Altona,49 Bent St,3018.0,-37.8651,144.832,13.8,Hobsons Bay,Western Metropolitan,5301.0
181,0132453,Altona,5/57 Blyth St,3018.0,-37.868,144.8285,13.8,Hobsons Bay,Western Metropolitan,5301.0
182,0710609,Altona,15 Kookaburra St,3018.0,-37.871,144.8075,13.8,Hobsons Bay,Western Metropolitan,5301.0
183,0620872,Altona,219 Civic Pde,3018.0,-37.8631,144.8195,13.8,Hobsons Bay,Western Metropolitan,5301.0
184,0649208,Altona,3 Curtin Ct,3018.0,-37.8637,144.8365,13.8,Hobsons Bay,Western Metropolitan,5301.0
185,0521169,Altona,2/60 David St,3018.0,-37.8646,144.8272,13.8,Hobsons Bay,Western Metropolitan,5301.0
186,0782523,Altona North,45 Hearn St,3025.0,-37.8388,144.8567,11.1,Hobsons Bay,Western Metropolitan,5132.0
187,0254540,Altona North,4 Knapp St,3025.0,-37.8291,144.835,11.1,Hobsons Bay,Western Metropolitan,5132.0
188,0473345,Altona North,21 Hatherley Gr,3025.0,-37.8449,144.85,11.1,Hobsons Bay,Western Metropolitan,5132.0
189,0734191,Altona North,3/66 Marion St,3025.0,-37.8351,144.8529,11.1,Hobsons Bay,Western Metropolitan,5132.0
190,0064758,Altona North,153 Mills St,3025.0,-37.8338,144.8562,11.1,Hobsons Bay,Western Metropolitan,5132.0
191,0642238,Altona North,33 Carthy St,3025.0,-37.8284,144.8355,11.1,Hobsons Bay,Western Metropolitan,5132.0
192,0053325,Altona North,16 Harris St,3025.0,-37.8267,144.8368,11.1,Hobsons Bay,Western Metropolitan,5132.0
193,0004034,Altona North,1/5 Little St,3025.0,-37.8379,144.8583,11.1,Hobsons Bay,Western Metropolitan,5132.0
194,0230274,Altona North,1/95 Mills St,3025.0,-37.838,144.8555,11.1,Hobsons Bay,Western Metropolitan,5132.0
195,0256925,Altona North,5 Binns St,3025.0,-37.8294,144.8378,11.1,Hobsons Bay,Western Metropolitan,5132.0
196,0963711,Altona North,25 Allan St,3025.0,-37.8448,144.8529,11.1,Hobsons Bay,Western Metropolitan,5132.0
197,0910214,Altona North,21 Hatherley Gr,3025.0,-37.8449,144.85,11.1,Hobsons Bay,Western Metropolitan,5132.0
198,0968739,Altona North,1/256 Mason St,3025.0,-37.8397,144.8602,11.1,Hobsons Bay,Western Metropolitan,5132.0
199,0903379,Altona North,21 Allan St,3025.0,-37.8451,144.8529,11.1,Hobsons Bay,Western Metropolitan,5132.0
200,0457207,Altona North,2/36 May St,3025.0,-37.8337,144.8554,11.1,Hobsons Bay,Western Metropolitan,5132.0
201,0675290,Altona North,11 Beevers St,3025.0,-37.8258,144.8523,11.1,Hobsons Bay,Western Metropolitan,5132.0
202,0211876,Altona North,10 Murphy St,3025.0,-37.8345,144.8444,11.1,Hobsons Bay,Western Metropolitan,5132.0
203,0848631,Altona North,16 Beevers St,3025.0,-37.8254,144.8514,11.1,Hobsons Bay,Western Metropolitan,5132.0
204,0752369,Altona North,21 Neal Ct,3025.0,-37.8327,144.8451,11.1,Hobsons Bay,Western Metropolitan,5132.0
205,0566405,Altona North,31 Duosa Rd,3025.0,-37.8269,144.8455,11.1,Hobsons Bay,Western Metropolitan,5132.0
206,0634299,Altona North,252 Millers Rd,3025.0,-37.8391,144.8467,11.1,Hobsons Bay,Western Metropolitan,5132.0
207,0740725,Altona North,1/156 Chambers Rd,3025.0,-37.8262,144.8443,11.1,Hobsons Bay,Western Metropolitan,5132.0
208,0668473,Altona North,2 Gadsden St,3025.0,-37.8277,144.8385,11.1,Hobsons Bay,Western Metropolitan,5132.0
209,0941374,Altona North,24 Hansen St,3025.0,-37.8382,144.8649,11.1,Hobsons Bay,Western Metropolitan,5132.0
210,0142751,Altona North,4 Prismall St,3025.0,-37.8423,144.8632,11.1,Hobsons Bay,Western Metropolitan,5132.0
211,0932932,Altona North,122 McIntosh Rd,3025.0,-37.8444,144.8491,11.1,Hobsons Bay,Western Metropolitan,5132.0
212,0175573,Altona North,35 May St,3025.0,-37.834,144.8553,11.1,Hobsons Bay,Western Metropolitan,5132.0
213,0119239,Altona North,6 Hill St,3025.0,-37.8318,144.8388,11.1,Hobsons Bay,Western Metropolitan,5132.0
214,0983856,Altona North,84 May St,3025.0,-37.833,144.8494,11.1,Hobsons Bay,Western Metropolitan,5132.0
215,0598671,Altona North,155 Chambers Rd,3025.0,-37.8262,144.8439,11.1,Hobsons Bay,Western Metropolitan,5132.0
216,0567040,Altona North,268d Mason St,3025.0,-37.8393,144.8568,11.1,Hobsons Bay,Western Metropolitan,5132.0
217,0824197,Altona North,5 Cresser St,3025.0,-37.8375,144.8541,11.1,Hobsons Bay,Western Metropolitan,5132.0
218,0546315,Altona North,107 McIntosh Rd,3025.0,-37.8441,144.8505,11.1,Hobsons Bay,Western Metropolitan,5132.0
219,0117314,Altona North,10 Knapp St,3025.0,-37.8285,144.8351,11.1,Hobsons Bay,Western Metropolitan,5132.0
220,0368834,Altona North,4/221 Blackshaws Rd,3025.0,-37.8332,144.8649,11.1,Hobsons Bay,Western Metropolitan,5132.0
221,0561324,Armadale,8/19 Mercer Rd,3143.0,-37.8543,145.0262,6.3,Stonnington,Southern Metropolitan,4836.0
222,0696105,Armadale,1/42 Adelaide St,3143.0,-37.8539,145.0284,6.3,Stonnington,Southern Metropolitan,4836.0
223,0401722,Armadale,14/71 Denbigh Rd,3143.0,-37.8552,145.016,6.3,Stonnington,Southern Metropolitan,4836.0
